game_id,drive,drive_end_yard_line,desc,game_seconds_remaining,yardline_100,drive_game_clock_end,down,ydstogo,drive_ended_with_score,drive_play_id_ended,fixed_drive_result
2008_06_CHI_ATL,19,CHI 30,"(:06) (Shotgun) 2-M.Ryan pass deep left to 12-M.Jenkins pushed ob at CHI 30 for 26 yards (30-M.Brown). The Replay Assistant challenged the pass completion ruling, and the play was Upheld.",6,56,0:00,1,10,1,4197,Field goal
2008_06_DET_MIN,29,DET 40,(:04) (Shotgun) 6-D.Orlovsky sacked at DET 32 for -8 yards (93-K.Williams).,4,60,0:00,1,10,0,4128,End of half
2008_06_MIA_HOU,25,MIA 41,"(:02) (Shotgun) 10-C.Pennington pass short middle to 34-R.Williams to MIA 42 for 1 yard. Lateral to 64-S.Satele to MIA 39 for -3 yards. Lateral to 65-J.Smiley to MIA 39 for no gain (28-A.Molden, 91-A.Okoye).",2,59,0:00,1,10,0,4039,End of half
2008_06_STL_WAS,23,WAS 31,(2:00) 10-M.Bulger pass incomplete deep left to 81-T.Holt (22-C.Rogers).,120,56,0:00,1,10,1,3957,Field goal
2008_07_NYJ_OAK,19,LV 34,(:45) 4-B.Favre spiked the ball to stop the clock.,45,64,0:03,1,10,1,4047,Field goal
2008_07_NYJ_OAK,19,LV 34,(:40) (Shotgun) 4-B.Favre pass short right to 16-B.Smith to NYJ 48 for 7 yards (23-D.Hall).,40,59,0:03,1,10,1,4047,Field goal
2008_10_SEA_MIA,19,MIA 49,(:53) (No Huddle) 20-M.Morris right end to MIA 49 for 11 yards (32-J.Allen).,53,60,0:18,1,10,0,3930,Turnover on downs
2008_11_CLE_BUF,25,CLE 29,(1:33) (Shotgun) 5-T.Edwards pass deep middle to 84-R.Royal to CLE 34 for 22 yards (52-D.Jackson). Caught at CLE 38.,93,56,0:38,1,10,0,4419,Missed field goal
2008_13_CAR_GB,23,GB 1,"(1:48) (Shotgun) 17-J.Delhomme pass deep middle to 89-S.Smith to GB 1 for 54 yards (54-B.Chillar). The Replay Assistant challenged the runner was down by contact ruling, and the play was Upheld.",108,55,1:30,1,10,1,3737,Touchdown
2008_16_SF_STL,26,SF 48,(1:06) (Shotgun) 10-M.Bulger sacked at STL 32 for -5 yards (94-J.Smith).,66,63,0:16,1,10,0,4207,Turnover
2008_17_CAR_NO,21,NO 35,"(:01) PENALTY on NO-9-D.Brees, Delay of Game, 5 yards, enforced at NO 40 - No Play.",1,60,0:00,1,10,0,4110,End of half
2008_19_BAL_TEN,24,TEN 40,(:47) (Shotgun) 5-K.Collins pass short middle to 81-B.Jones to TEN 40 for 5 yards (52-R.Lewis).,47,65,0:12,1,10,0,4123,Turnover on downs
2008_21_PIT_ARI,18,ARI 6,"(1:33) (No Huddle, Shotgun) 7-B.Roethlisberger pass short right to 85-N.Washington to 50 for 11 yards (24-A.Wilson).",93,61,0:35,1,10,1,3965,Touchdown
2009_01_BUF_NE,19,BUF 30,(:37) (Shotgun) 5-T.Edwards sacked at BUF 40 for 0 yards (55-D.Burgess).,37,60,0:00,1,10,0,4162,End of half
2009_01_CHI_GB,24,50,(2:00) (Shotgun) 12-A.Rodgers pass incomplete short right to 87-J.Nelson.,120,59,1:11,1,10,1,3768,Touchdown
2009_01_JAX_IND,19,JAX 37,(1:59) (Shotgun) 9-D.Garrard pass short middle to 32-M.Jones-Drew to JAX 37 for 2 yards (58-G.Brackett).,119,65,1:15,1,10,0,3580,Turnover on downs
2009_01_SD_OAK,21,LV 5,(1:50) (Shotgun) 17-P.Rivers pass short middle to 11-L.Naanee to OAK 32 for 23 yards (53-T.Howard).,110,55,0:18,1,10,1,4180,Touchdown
2009_02_HOU_TEN,26,TEN 38,"(1:42) 5-K.Collins to TEN 35 for -3 yards. FUMBLES, RECOVERED by HOU-92-J.Zgonina at TEN 39. Penalty on TEN-76-D.Stewart, Offensive Holding, declined.",102,62,1:32,1,10,0,4313,Turnover
2009_02_NYG_DAL,26,DAL 19,"(1:36) (No Huddle, Shotgun) 10-E.Manning pass incomplete short right to 82-M.Manningham (32-O.Scandrick).",96,60,0:00,1,10,1,4239,Field goal
2009_05_CLE_BUF,25,BUF 44,(:23) (Shotgun) 5-T.Edwards pass short right to 83-L.Evans pushed ob at BUF 44 for 4 yards (20-M.Adams). Caught at BUF 41.,23,60,0:00,1,10,0,4322,Turnover
2009_07_SF_HOU,21,SF 38,(:51) 11-A.Smith spiked the ball to stop the clock.,51,62,0:03,1,10,0,3981,Turnover
2009_09_HOU_IND,21,IND 24,"(1:06) (No Huddle, Shotgun) 8-M.Schaub pass short right to 80-A.Johnson to HOU 45 for 9 yards (25-J.Powers, 27-J.Lacey).",66,64,0:00,1,10,0,4596,Missed field goal
2009_10_TB_MIA,28,TB 7,"(:47) (No Huddle, Shotgun) 7-C.Henne pass incomplete short middle to 81-J.Haynos. PENALTY on TB-54-G.Hayes, Defensive Pass Interference, 9 yards, enforced at MIA 41 - No Play.",47,59,0:10,1,10,1,4439,Field goal
2009_11_BUF_JAX,21,JAX 46,(:50) (Shotgun) 14-R.Fitzpatrick pass short left to 81-T.Owens to JAX 46 for 15 yards (90-Ju.Williams).,50,61,0:17,1,10,0,3835,Turnover
2009_11_CIN_OAK,24,CIN 43,(:10) (Shotgun) 9-C.Palmer pass short left to 87-A.Caldwell pushed ob at CIN 43 for 6 yards (26-S.Routt).,10,63,0:00,1,10,0,4146,Turnover
2009_11_TEN_HOU,21,TEN 31,(:44) (Shotgun) 8-M.Schaub pass short middle to 89-D.Anderson to HOU 49 for 11 yards (26-K.Kaesviharn).,44,62,0:01,1,10,0,3902,Missed field goal
2009_13_OAK_PIT,23,PIT 50,(:08) (Shotgun) 7-B.Roethlisberger pass short right to 86-H.Ward pushed ob at PIT 50 for 15 yards (24-M.Huff).,8,65,0:00,1,10,0,4048,End of half
2010_02_PHI_DET,26,DET 43,(1:48) (Shotgun) 14-Sh.Hill pass incomplete deep right to 81-C.Johnson (27-Q.Mikell).,108,57,1:26,1,10,0,4560,Turnover on downs
2010_04_SF_ATL,18,ATL 46,(1:37) (Shotgun) 2-M.Ryan pass short right to 88-T.Gonzalez pushed ob at ATL 46 for 1 yard (22-N.Clements).,97,55,1:22,1,10,0,3675,Turnover
2010_04_SF_ATL,19,SF 25,(1:01) (Shotgun) 2-M.Ryan pass short left to 86-B.Finneran pushed ob at ATL 41 for 4 yards (36-S.Spencer).,61,63,0:02,1,10,1,4071,Field goal
2010_06_KC_HOU,19,KC 11,(2:00) 8-M.Schaub pass incomplete short left to 80-A.Johnson.,120,55,0:28,1,10,1,3803,Touchdown
2010_07_BUF_BAL,25,BAL 32,"(:57) (Shotgun) 14-R.Fitzpatrick pass short left to 83-L.Evans to BAL 44 for 12 yards (37-J.Wilson). The Replay Assistant challenged the pass completion ruling, and the play was Upheld.",57,56,0:04,1,10,1,4309,Field goal
2010_07_SF_CAR,25,SF 38,(:13) (Shotgun) 5-D.Carr pass incomplete short right to 84-J.Morgan (20-C.Gamble).,13,62,0:00,1,10,0,4289,End of half
2010_09_IND_PHI,22,IND 41,"(:27) (No Huddle, Shotgun) 18-P.Manning pass incomplete deep right to 85-P.Garcon.",27,59,0:06,1,10,0,4578,Turnover
2010_09_KC_OAK,30,KC 22,"(1:27) (No Huddle, Shotgun) 8-J.Campbell pass short right to 83-B.Myers to OAK 41 for 5 yards (24-B.Flowers).",87,64,0:03,1,10,1,4884,Field goal
2010_09_NYJ_DET,26,DET 18,"(:49) (No Huddle, Shotgun) 6-M.Sanchez pass short left to 21-L.Tomlinson pushed ob at DET 43 for 13 yards (98-J.Peterson). DET-27-A.Smith was injured during the play.  PENALTY on DET-98-J.Peterson, Unnecessary Roughness, 15 yards, enforced at DET 43.",49,56,0:00,1,10,1,4554,Field goal
2010_10_BAL_ATL,19,BAL 33,(:50) (Shotgun) 2-M.Ryan pass short left to 84-R.White to BAL 41 for 15 yards (37-J.Wilson).,50,56,0:20,1,10,1,3943,Touchdown
2010_10_STL_SF,26,SF 15,(1:38) (No Huddle) 8-S.Bradford pass short middle to 16-D.Amendola to STL 45 for 6 yards (52-P.Willis). Caught at STL 43,98,61,0:00,1,10,1,4509,Field goal
2010_12_NO_DAL,22,NO 41,"(1:02) (No Huddle, Shotgun) 3-J.Kitna pass short right to 82-J.Witten pushed ob at DAL 48 for 12 yards (33-J.Greer).",62,64,0:25,1,10,0,4581,Missed field goal
2010_15_WAS_DAL,23,WAS 47,(:26) (Shotgun) 8-R.Grossman pass incomplete short right to 35-K.Williams. Pass thrown in the flat.,26,62,0:00,1,10,0,4481,Turnover
2010_16_DAL_ARI,23,DAL 30,"(:49) (No Huddle, Shotgun) 19-J.Skelton scrambles right end ran ob at 50 for 5 yards (32-O.Scandrick).",49,55,0:05,1,10,1,4303,Field goal
2011_02_CIN_DEN,25,CIN 43,(1:35) (Shotgun) 14-A.Dalton pass incomplete short left to 87-A.Caldwell.,95,60,0:23,1,10,0,4080,Turnover on downs
2011_02_OAK_BUF,20,LV 44,"(:06) (Shotgun) 8-J.Campbell pass incomplete short left to 80-D.Hagan. Overthrown, receiver along sideline at BUF 49.",6,56,0:00,1,10,0,4774,Turnover
2011_03_ARI_SEA,24,ARI 35,(:23) 4-K.Kolb spiked the ball to stop the clock.,23,65,0:00,1,10,0,4273,End of half
2011_03_DET_MIN,24,DET 31,(2:00) (Shotgun) 5-D.McNabb pass short left to 28-A.Peterson to MIN 44 for 3 yards (21-E.Wright).,120,59,1:11,1,10,1,4322,Field goal
2011_03_WAS_DAL,23,WAS 43,(:43) (Shotgun) 8-R.Grossman pass incomplete short right to 18-T.Austin. Pass thrown incomplete right sideline at the Dallas 48.,43,57,0:28,1,10,0,4260,Turnover
2011_04_ATL_SEA,21,ATL 43,(:40) (Shotgun) 7-T.Jackson pass short middle to 86-Z.Miller to ATL 45 for 13 yards (26-K.Hayden; 50-C.Lofton).,40,58,0:08,1,10,0,4222,Missed field goal
2011_05_NO_CAR,18,CAR 49,(:42) (Shotgun) 1-C.Newton pass incomplete short middle to 17-L.Naanee [52-J.Casillas].,42,61,0:00,1,10,0,4210,End of half
2011_08_MIN_CAR,21,MIN 13,(2:00) (Shotgun) 1-C.Newton sacked at CAR 32 for -8 yards (39-H.Abdullah).,120,60,0:26,1,10,0,3913,Missed field goal
2011_09_NYG_NE,27,NE 1,(1:18) (Shotgun) 10-E.Manning pass incomplete deep left to 80-V.Cruz (25-P.Chung) [74-K.Love].,78,61,0:15,1,10,1,4669,Touchdown
2011_14_CHI_DEN,27,CHI 41,(:53) 15-T.Tebow spiked the ball to stop the clock.,53,60,0:03,1,10,1,4063,Field goal
2011_14_NYG_DAL,24,NYG 29,(:31) 9-T.Romo spiked the ball to stop the clock.,31,58,0:01,1,10,0,4625,Missed field goal
2011_16_SF_SEA,19,SF 48,(2:00) 24-M.Lynch up the middle to SEA 48 for 3 yards (99-Ald.Smith).,120,55,1:07,1,10,0,3781,Turnover
2011_20_BAL_NE,22,NE 14,(1:09) (Shotgun) 5-J.Flacco pass incomplete short middle to 27-R.Rice (51-J.Mayo).,69,61,0:11,1,10,0,4064,Missed field goal
2012_01_STL_DET,21,LA 5,"(1:30) (No Huddle, Shotgun) 9-M.Stafford pass incomplete short right to 87-B.Pettigrew (32-B.Fletcher).",90,60,0:10,1,10,1,3742,Touchdown
2012_02_BAL_PHI,28,BAL 46,(1:26) (Shotgun) 5-J.Flacco pass incomplete deep left to 84-E.Dickson (29-N.Allen).,86,63,0:50,1,10,0,4579,Turnover on downs
2012_02_MIN_IND,21,MIN 35,(:04) (Shotgun) 7-C.Ponder pass deep left to 19-D.Aromashodu to IND 46 for 19 yards (23-V.Davis).,4,65,0:00,1,10,0,4302,End of half
2012_03_NE_BAL,21,NE 9,(1:31) (Shotgun) 5-J.Flacco pass short right to 88-D.Pitta to BAL 48 for 3 yards (27-T.Wilson).,91,55,0:00,1,10,1,4771,Field goal
2012_03_NYJ_MIA,22,NYJ 23,(1:36) (Shotgun) 17-R.Tannehill pass incomplete short left to 87-A.Armstrong.,96,56,0:16,1,10,1,4516,Field goal
2012_04_NYG_PHI,20,PHI 36,(1:43) (Shotgun) 10-E.Manning pass incomplete short right to 80-V.Cruz.,103,65,0:08,1,10,0,4123,Missed field goal
2012_04_WAS_TB,25,TB 24,(1:20) (No Huddle) 10-R.Griffin pass short middle to 83-F.Davis to TB 45 for 20 yards (25-A.Talib).,80,65,0:03,1,10,1,4199,Field goal
2012_06_DET_PHI,26,PHI 1,(1:59) (Shotgun) 9-M.Stafford pass incomplete deep right to 16-T.Young.,119,57,0:03,1,10,1,4841,Field goal
2012_07_NYJ_NE,23,NYJ 25,"(1:09) (No Huddle, Shotgun) 12-T.Brady pass short right to 87-R.Gronkowski to NE 48 for 12 yards (39-A.Allen; 52-D.Harris).",69,64,0:00,1,10,1,4536,Field goal
2012_08_SD_CLE,21,CLE 44,(1:49) (Shotgun) 17-P.Rivers pass short right to 30-R.Brown ran ob at CLE 44 for 11 yards (23-J.Haden).,109,55,1:20,1,10,0,3822,Turnover on downs
2012_10_KC_PIT,24,PIT 28,"(1:30) (No Huddle, Shotgun) 7-M.Cassel pass incomplete deep left to 10-T.Copper.",90,62,0:00,1,10,1,3966,Field goal
2012_10_STL_SF,18,LA 15,(:55) (Shotgun) 7-C.Kaepernick pass short left to 85-V.Davis to SF 45 for 4 yards (22-T.Johnson) [98-K.Langford]. STL-22-T.Johnson was injured during the play.  Caught at SF 45.  0-yds YAC,55,59,0:03,1,10,1,3919,Field goal
2012_11_CLE_DAL,22,CLE 14,(:57) (Shotgun) 9-T.Romo pass incomplete short left to 25-L.Dunbar. Pass incomplete flat.,57,61,0:02,1,10,1,4527,Field goal
2012_12_ATL_TB,18,TB 47,(:08) (Shotgun) 5-J.Freeman pass short right to 44-D.Clark ran ob at TB 47 for 9 yards.,8,62,0:00,1,10,0,3574,End of half
2012_14_STL_BUF,24,BUF 33,(:34) (Shotgun) 14-R.Fitzpatrick pass incomplete deep left to 11-T.Graham (21-J.Jenkins). Receiver and coverage at STL 20.,34,58,0:12,1,10,0,4278,Turnover
2013_01_ARI_STL,22,ARI 29,(:24) (Shotgun) 3-C.Palmer sacked at ARI 29 for -6 yards (95-W.Hayes).,24,65,0:00,1,10,0,4229,End of half
2013_01_TB_NYJ,25,NYJ 19,(2:00) (Shotgun) 5-J.Freeman pass incomplete short right to 85-K.Ogletree.,120,63,0:34,1,10,1,4264,Field goal
2013_01_TB_NYJ,26,TB 30,(:15) 7-G.Smith spiked the ball to stop the clock.,15,55,0:02,1,10,1,4399,Field goal
2013_02_CAR_BUF,24,CAR 40,(:01) (Shotgun) 1-C.Newton sacked at CAR 24 for -16 yards (50-K.Alonso).,1,60,0:00,1,10,0,5081,End of half
2013_02_NO_TB,23,TB 9,(1:06) (Shotgun) 9-D.Brees pass short middle to 80-J.Graham to TB 48 for 15 yards (38-D.Goldson).,66,63,0:00,1,10,1,4109,Field goal
2013_03_SD_TEN,19,LAC 43,"(:02) (Shotgun) 17-P.Rivers pass short left to 39-D.Woodhead to TEN 44 for 13 yards. Lateral to 11-E.Royal to TEN 33 for 11 yards. Lateral to 33-L.McClain to TEN 46 for -13 yards. Lateral to 17-P.Rivers to SD 45 for -9 yards. Lateral to 13-K.Allen to SD 40 for -5 yards. Lateral to 11-E.Royal to SD 35 for -5 yards. Lateral to 13-K.Allen to SD 33 for -2 yards. Lateral to 39-D.Woodhead to SD 33 for no gain. FUMBLES, RECOVERED by TEN-20-A.Verner at SD 29. Penalty on SD-17-P.Rivers, Illegally Kicking Ball, declined.",2,57,0:00,1,10,0,3977,Turnover
2013_05_NYJ_ATL,18,ATL 25,"(1:07) (No Huddle, Shotgun) 7-G.Smith pass short right to 84-S.Hill to ATL 46 for 9 yards (25-W.Moore).",67,55,0:00,1,10,1,3878,Field goal
2013_09_CIN_MIA,23,CIN 26,(:33) (No Huddle) 17-R.Tannehill pass short right to 11-M.Wallace ran ob at MIA 47 for 5 yards.,33,58,0:11,1,10,1,4063,Field goal
2013_09_MIN_DAL,21,MIN 7,"(1:35) (No Huddle, Shotgun) 9-T.Romo pass incomplete short right to 83-T.Williams. Pass incomplete on a ""curl"" route at the Minnesota 47.",95,55,0:35,1,10,1,4144,Touchdown
2013_12_SD_KC,25,KC 36,(:13) (Shotgun) 11-A.Smith sacked at KC 36 for -3 yards (91-K.Reyes).,13,61,0:00,1,10,0,4327,Turnover
2013_14_ATL_GB,21,ATL 43,"(:21) (No Huddle, Shotgun) 2-M.Ryan pass incomplete short middle to 32-J.Rodgers.",21,57,0:04,1,10,0,3784,Turnover
2013_16_NO_CAR,26,NO 14,(:55) (Shotgun) 1-C.Newton pass deep middle to 19-T.Ginn pushed ob at NO 28 for 37 yards (41-R.Harper).,55,65,0:23,1,10,1,3797,Touchdown
2013_17_CAR_ATL,22,ATL 31,"(:31) (Shotgun) 2-M.Ryan Aborted. 61-J.Hawley FUMBLES at ATL 27, recovered by ATL-44-J.Snelling at ATL 27. 44-J.Snelling to ATL 27 for no gain (23-M.White).",31,57,0:00,1,10,0,3811,End of half
2013_17_SF_ARI,25,SF 25,(1:07) (Shotgun) 3-C.Palmer pass incomplete deep right to 13-J.Brown.,67,55,0:29,1,10,1,4253,Field goal
2014_01_NO_ATL,19,NO 33,(:43) (Shotgun) 2-M.Ryan pass incomplete short left to 11-JulioJones [50-C.Lofton].,43,55,0:00,1,10,1,4293,Field goal
2014_02_STL_TB,17,TB 39,(:20) 12-J.McCown spiked the ball to stop the clock.,20,61,0:00,1,10,0,3634,End of half
2014_05_CLE_TEN,23,TEN 37,"(:24) (No Huddle, Shotgun) 12-C.Whitehurst sacked at TEN 37 for -6 yards (36-K.Williams).",24,57,0:00,1,10,0,4477,End of half
2014_06_JAX_TEN,21,TEN 37,(:36) (Shotgun) 5-B.Bortles pass incomplete short right to 84-C.Shorts (91-D.Morgan).,36,58,0:03,1,10,0,4053,Missed field goal
2014_06_SD_OAK,19,LAC 45,(1:49) (Shotgun) 4-D.Carr pass short right to 12-B.Butler to OAK 46 for 11 yards (31-R.Marshall).,109,65,1:13,1,10,0,4115,Turnover
2014_07_NYJ_NE,20,NE 40,(:23) (Shotgun) 7-G.Smith pass short right to 11-J.Kerley ran ob at NE 45 for 13 yards.,23,58,0:00,1,10,0,4288,Missed field goal
2014_08_DET_ATL,18,ATL 30,"(1:12) (No Huddle, Shotgun) 9-M.Stafford pass incomplete deep right to 84-R.Broyles.",72,61,0:00,1,10,1,4072,Field goal
2014_08_MIN_TB,23,TB 19,"(1:28) (No Huddle, Shotgun) 5-T.Bridgewater pass incomplete short left to 84-C.Patterson.",88,61,0:00,1,10,1,4061,Field goal
2014_13_CIN_TB,23,CIN 46,"(1:28) (No Huddle, Shotgun) 12-J.McCown pass incomplete short left to 18-L.Murphy.",88,65,0:01,1,10,0,4121,Turnover on downs
2014_13_MIA_NYJ,20,NYJ 44,"(:39) (No Huddle, Shotgun) 7-G.Smith pass deep middle intended for 85-J.Cumberland INTERCEPTED by 20-R.Jones at MIA 30. 20-R.Jones to MIA 26 for -4 yards.",39,56,0:34,1,10,0,3775,Turnover
2014_14_KC_ARI,21,KC 31,"(:22) (No Huddle, Shotgun) 11-A.Smith pass incomplete short right to 25-J.Charles.",22,64,0:07,1,10,0,4454,Turnover on downs
2014_14_NYJ_MIN,21,MIN 26,(2:00) (Shotgun) 7-G.Smith pass short right to 16-P.Harvin to 50 for 9 yards (21-J.Robinson).,120,59,0:23,1,10,1,4211,Field goal
2014_15_MIN_DET,20,50,(:06) (No Huddle) 5-T.Bridgewater spiked the ball to stop the clock.,6,56,0:00,1,10,0,3677,Missed field goal
2014_20_GB_SEA,27,SEA 30,"(1:00) (No Huddle, Shotgun) 12-A.Rodgers pass short middle to 18-R.Cobb to SEA 48 for 15 yards (29-E.Thomas).",60,63,0:14,1,10,1,4151,Field goal
2015_04_OAK_CHI,23,LV 32,"(:56) (No Huddle, Shotgun) 6-J.Cutler pass incomplete deep left to 81-C.Meredith.",56,55,0:02,1,10,1,4603,Field goal
2015_05_WAS_ATL,20,ATL 34,(:17) (Shotgun) 8-K.Cousins pass deep middle to 88-P.Garcon to ATL 41 for 19 yards (25-W.Moore).,17,60,0:00,1,10,1,3956,Field goal
2015_06_CHI_DET,21,DET 11,"(:15) (Shotgun) 6-J.Cutler pass deep right to 17-A.Jeffery pushed ob at DET 31 for 24 yards (30-J.Wilson). Penalty on DET-30-J.Wilson, Defensive Pass Interference, declined.",15,55,0:00,1,10,1,4385,Field goal
2015_07_TB_WAS,19,TB 42,(:18) (Shotgun) 3-J.Winston pass short left to 84-C.Brate pushed ob at TB 42 for 6 yards (51-W.Compton).,18,64,0:05,1,10,0,4204,Turnover
2015_08_SEA_DAL,19,DAL 24,"(:59) (Shotgun) 16-M.Cassel to DAL 29 for -6 yards (56-C.Avril). FUMBLES (56-C.Avril), RECOVERED by SEA-97-J.Hill at DAL 39. 97-J.Hill for 39 yards, TOUCHDOWN. The Replay Official reviewed the fumble ruling, and the play was REVERSED. (Shotgun) 16-M.Cassel pass incomplete short left to 82-J.Witten.",59,65,0:01,1,10,0,3885,Turnover on downs
2015_09_PHI_DAL,19,PHI 26,"(1:06) (No Huddle, Shotgun) 16-M.Cassel pass short left to 11-C.Beasley to DAL 43 for 7 yards (58-J.Hicks). PHI-58-J.Hicks was injured during the play. His return is Questionable.",66,64,0:02,1,10,1,4359,Field goal
2015_09_STL_MIN,25,MIN 35,(1:14) (Shotgun) 5-N.Foles pass short right to 18-K.Britt to STL 48 for 9 yards (26-T.Waynes).,74,61,0:12,1,10,1,4371,Field goal
2015_10_JAX_BAL,27,BAL 35,"(:25) (Shotgun) PENALTY on JAX-68-Z.Beadles, False Start, 5 yards, enforced at JAX 45 - No Play.",25,55,0:00,1,10,1,4237,Field goal
2015_10_MIA_PHI,27,PHI 44,"(1:13) (No Huddle, Shotgun) 3-M.Sanchez pass incomplete short middle to 19-M.Austin.",73,56,0:53,1,10,0,4980,Turnover on downs
2015_10_NE_NYG,23,NYG 36,(:42) (Shotgun) 12-T.Brady pass incomplete deep right to 17-A.Dobson [90-J.Pierre-Paul].,42,56,0:01,1,10,1,4539,Field goal
2015_11_CIN_ARI,23,ARI 25,(1:58) (Shotgun) 14-A.Dalton pass short middle to 25-G.Bernard to ARI 33 for 30 yards (32-T.Mathieu).,118,63,1:03,1,10,1,4406,Field goal
2015_12_NE_DEN,28,DEN 29,(:46) (Shotgun) 12-T.Brady pass incomplete short right to 14-C.Harper.,46,58,0:00,1,10,1,4286,Field goal
2015_13_BAL_MIA,25,BAL 39,(:02) (Shotgun) 8-M.Schaub pass incomplete deep right to 11-K.Aiken (53-J.Jenkins) [50-O.Vernon].,2,61,0:00,1,10,0,3929,End of half
2015_13_GB_DET,25,GB 39,"(:00) (Shotgun) 12-A.Rodgers pass deep middle to 82-R.Rodgers for 61 yards, TOUCHDOWN.",0,61,0:00,1,10,1,4242,Touchdown
2015_14_MIN_ARI,18,ARI 31,"(:29) 5-T.Bridgewater spiked the ball to stop the clock. PENALTY on ARI-55-S.Weatherspoon, Defensive 12 On-field, 5 yards, enforced at MIN 42 - No Play.",29,58,0:05,1,10,0,4279,Turnover
2015_18_SEA_MIN,21,SEA 9,(1:42) (Shotgun) 5-T.Bridgewater pass incomplete short middle to 17-J.Wright (55-F.Clark).,102,61,0:22,1,10,0,3565,Missed field goal
2016_01_DET_IND,21,IND 25,(:28) (Shotgun) 9-M.Stafford pass short left to 85-E.Ebron to IND 47 for 9 yards (55-Si.Moore).,28,56,0:04,1,10,1,4164,Field goal
2016_01_NYG_DAL,19,DAL 46,(:43) 4-D.Prescott spiked the ball to stop the clock.,43,64,0:00,1,10,0,4135,End of half
2016_01_OAK_NO,22,LV 43,(:24) (No Huddle) 9-D.Brees spiked the ball to stop the clock.,24,56,0:00,1,10,0,4667,Missed field goal
2016_02_TEN_DET,19,DET 45,"(:38) (No Huddle, Shotgun) 9-M.Stafford pass incomplete short right to 15-G.Tate.",38,55,0:18,1,10,0,4347,Turnover
2016_03_WAS_NYG,21,NYG 39,(1:09) (Shotgun) 10-E.Manning pass short middle intended for 34-S.Vereen INTERCEPTED by 36-S.Cravens at NYG 43. 36-S.Cravens to NYG 41 for 2 yards (34-S.Vereen).,69,61,1:02,1,10,0,4430,Turnover
2016_04_IND_JAX,20,JAX 49,(2:00) (Shotgun) 12-A.Luck pass incomplete short right to 34-J.Ferguson [90-M.Jackson].,120,58,1:36,1,10,0,4393,Turnover on downs
2016_04_OAK_BAL,28,LV 50,(1:59) (Shotgun) 28-T.West right guard to BAL 40 for 1 yard (57-C.James).,119,61,0:43,1,10,0,4556,Turnover on downs
2016_10_DAL_PIT,22,PIT 32,"(:31) (Shotgun) 4-D.Prescott pass short right to 82-J.Witten to DAL 48 for 13 yards (50-R.Shazier, 91-S.Tuitt).",31,65,0:09,1,10,1,4276,Touchdown
2016_11_NO_CAR,23,NO 36,(:02) (Shotgun) 9-D.Brees pass short left to 13-M.Thomas to CAR 43 for 21 yards (26-D.Worley; 58-T.Davis).,2,64,0:00,1,10,0,4472,End of half
2016_12_CAR_OAK,26,LV 44,"(1:20) (No Huddle, Shotgun) 1-C.Newton pass short right to 17-D.Funchess pushed ob at OAK 44 for 11 yards (21-S.Smith).",80,55,0:53,1,10,0,4216,Turnover
2016_14_CHI_DET,16,DET 44,(2:00) (Shotgun) 12-M.Barkley pass short right to 85-D.Brown pushed ob at CHI 40 for 4 yards (32-T.Wilson).,120,64,0:13,1,10,0,3757,Turnover on downs
2016_15_TEN_KC,23,KC 35,"(:47) (No Huddle, Shotgun) 8-M.Mariota pass incomplete short right to 18-R.Matthews.",47,56,0:00,1,10,1,3778,Field goal
2016_16_BAL_PIT,21,BAL 4,"(1:09) (No Huddle, Shotgun) 7-B.Roethlisberger pass deep middle to 81-J.James to BAL 48 for 16 yards (57-C.Mosley) [58-E.Dumervil].",69,64,0:09,1,10,1,3977,Touchdown
2016_16_MIA_BUF,22,BUF 37,"(1:11) (Shotgun) 8-M.Moore pass incomplete short left to 11-D.Parker. Underthrown, receiver at BUF 47, crossing to middle.",71,61,0:06,1,10,1,4517,Field goal
2016_16_SD_CLE,22,CLE 27,(1:19) (Shotgun) 17-P.Rivers pass incomplete short right to 15-D.Inman.,79,60,0:00,1,10,0,4179,Missed field goal
2016_16_SF_LA,27,LA 42,(:27) (Shotgun) 16-J.Goff pass incomplete short right to 83-B.Quick.,27,58,0:16,1,10,0,4281,Turnover
2017_01_LAC_DEN,22,DEN 26,(2:00) (Shotgun) 17-P.Rivers pass short right to 28-M.Gordon to LAC 41 for 3 yards (99-A.Gotsis).,120,62,0:01,1,10,0,3801,Missed field goal
2017_04_SF_ARI,27,SF 19,"(2:00) (No Huddle, Shotgun) 3-C.Palmer pass short middle to 38-A.Ellington to ARI 47 for 11 yards (29-J.Tartt; 24-K.Williams).",120,64,0:32,1,10,1,5531,Touchdown
2017_05_GB_DAL,15,DAL 12,(1:09) (Shotgun) 12-A.Rodgers pass short right to 80-M.Bennett to DAL 47 for 14 yards (25-X.Woods).,69,61,0:11,1,10,1,3918,Touchdown
2017_06_MIA_ATL,17,MIA 26,(1:59) (Shotgun) 2-M.Ryan pass incomplete short left to 24-D.Freeman.,119,60,0:39,1,10,0,3574,Turnover
2017_06_SF_WAS,23,50,(:47) (Shotgun) 3-C.Beathard pass short left to 28-C.Hyde pushed ob at SF 48 for 6 yards (47-Q.Dunbar).,47,58,0:03,1,10,0,4727,Turnover
2017_09_WAS_SEA,27,WAS 46,"(:45) (No Huddle, Shotgun) 3-R.Wilson pass incomplete deep left to 16-T.Lockett (47-Q.Dunbar).",45,64,0:00,1,10,0,5117,End of half
