game_id,drive,drive_end_yard_line,game_seconds_remaining,yardline_100,drive_game_clock_end,down,ydstogo,drive_ended_with_score,drive_play_id_ended,fixed_drive_result
2006_01_SF_ARI,24,ARI 26,96,55,0:32,1,10,1,4679,Field goal
2006_02_NE_NYJ,21,NYJ 45,26,55,0:05,1,10,0,4187,Turnover
2006_02_TB_ATL,21,ATL 12,87,54,0:00,1,10,0,4336,End of half
2006_03_BAL_CLE,23,CLE 33,85,55,0:20,1,10,1,3891,Field goal
2006_03_CAR_TB,24,TB 29,67,45,0:02,1,10,1,3929,Field goal
2006_03_CIN_PIT,24,CIN 16,73,47,0:10,1,10,0,4131,Turnover
2006_03_GB_DET,24,50,39,54,0:00,1,10,0,4238,Turnover on downs
2006_04_IND_NYJ,19,NYJ 1,115,50,0:50,1,10,1,4105,Touchdown
2006_04_JAX_WAS,26,WAS 23,78,52,0:06,1,10,1,4086,Field goal
2006_04_SD_BAL,26,BAL 49,3,49,0:00,1,10,0,4175,End of half
2006_05_BAL_DEN,20,DEN 34,60,45,0:36,1,10,0,3489,Turnover
2006_05_CLE_CAR,27,CAR 15,60,47,0:05,1,10,1,4265,Field goal
2006_05_DAL_PHI,30,PHI 6,117,55,0:16,1,10,0,4412,Opp touchdown
2006_05_DET_MIN,22,DET 49,116,51,1:31,1,10,0,3755,Opp touchdown
2006_05_DET_MIN,23,50,45,54,0:23,1,10,0,3971,Turnover
2006_05_TEN_IND,21,TEN 45,2,55,0:00,1,10,0,3839,End of half
2006_06_CHI_ARI,30,CHI 23,120,50,0:47,1,10,0,5034,Missed field goal
2006_06_CIN_TB,24,TB 44,22,53,0:00,1,10,0,4587,Missed field goal
2006_06_MIA_NYJ,23,NYJ 32,93,51,0:28,1,10,0,4160,Missed field goal
2006_06_NYG_ATL,24,NYG 22,54,45,0:00,1,10,0,4052,End of half
2006_06_SEA_STL,24,LA 36,60,50,0:00,1,10,1,4328,Field goal
2006_07_GB_MIA,27,GB 20,53,45,0:00,1,10,0,4892,End of half
2006_07_PHI_TB,20,PHI 44,15,53,0:00,1,10,1,3907,Field goal
2006_08_NYJ_CLE,23,CLE 24,116,47,0:59,1,10,0,3597,Turnover on downs
2006_09_ATL_DET,22,DET 10,120,53,0:00,1,10,0,4141,Turnover
2006_09_DEN_PIT,25,DEN 48,28,48,0:09,1,10,0,4315,Turnover
2006_10_BAL_TEN,26,BAL 24,82,48,0:33,1,10,0,4343,Missed field goal
2006_10_GB_MIN,25,GB 16,116,55,0:58,1,10,1,4004,Field goal
2006_10_NO_PIT,22,PIT 45,89,45,0:39,1,10,0,4180,Turnover
2006_10_NYJ_NE,20,NYJ 46,10,46,0:00,1,10,0,4045,End of half
2006_10_SD_CIN,26,LAC 15,120,49,0:44,1,10,0,4553,Turnover on downs
2006_11_BUF_HOU,23,HOU 15,104,55,0:09,1,10,1,3842,Touchdown
2006_11_BUF_HOU,23,HOU 15,59,45,0:09,1,10,1,3842,Touchdown
2006_11_CHI_NYJ,21,NYJ 39,35,55,0:08,1,10,0,3951,Turnover on downs
2006_11_CIN_NO,25,CIN 30,97,49,0:00,1,10,0,4056,End of half
2006_11_OAK_KC,16,KC 8,42,47,0:26,1,10,0,3775,Turnover
2006_11_SD_DEN,21,LAC 32,34,51,0:00,1,10,0,3862,End of half
2006_11_WAS_TB,19,TB 4,97,49,0:32,1,10,1,3643,Touchdown
2006_12_ARI_MIN,22,MIN 9,109,53,0:39,1,10,1,4323,Touchdown
2006_12_GB_SEA,28,SEA 45,52,46,0:00,1,10,0,4600,Turnover
2006_13_ARI_STL,22,ARI 38,32,46,0:00,1,10,0,4294,Turnover
2006_14_MIN_DET,23,MIN 27,110,51,1:01,1,10,0,3983,Turnover
2006_15_DAL_ATL,22,ATL 48,54,52,0:38,1,10,0,3940,Turnover
2006_15_NYJ_MIN,24,NYJ 37,8,46,0:00,1,10,0,4217,End of half
2006_15_PHI_NYG,23,PHI 16,80,49,0:00,1,10,0,4180,End of half
2006_16_CHI_DET,25,CHI 22,87,52,0:00,1,10,0,4906,End of half
2006_16_NE_JAX,21,JAX 45,115,55,1:46,1,10,0,3944,Turnover
2006_16_SD_SEA,29,SEA 37,88,49,0:29,1,10,1,4584,Touchdown
2006_18_DAL_SEA,26,50,2,50,0:00,1,10,0,4254,End of half
2006_20_NE_IND,24,IND 45,24,45,0:16,1,10,0,4538,Turnover
2007_01_ARI_SF,23,ARI 1,120,54,0:22,1,10,1,4074,Touchdown
2007_01_CAR_STL,23,CAR 44,30,54,0:00,1,10,0,4178,End of half
2007_01_DEN_BUF,19,BUF 24,68,51,0:00,1,10,1,4284,Field goal
2007_02_CIN_CLE,27,50,33,50,0:20,1,10,0,4678,Turnover
2007_02_HOU_CAR,25,HOU 32,72,55,0:00,1,10,0,4181,End of half
2007_02_IND_TEN,20,IND 47,31,53,0:00,1,10,0,3958,Turnover
2007_02_SF_STL,24,SF 38,75,45,0:58,1,10,0,3699,Missed field goal
2007_03_JAX_DEN,19,DEN 45,108,55,1:40,1,10,0,3457,Turnover
2007_03_SD_GB,21,GB 26,46,55,0:20,1,10,1,4069,Field goal
2007_04_GB_MIN,23,GB 34,100,54,1:06,1,10,0,4281,Turnover
2007_04_NYJ_BUF,17,BUF 39,21,50,0:06,1,10,0,3969,Turnover
2007_05_ARI_STL,25,ARI 29,120,53,0:13,1,10,1,4700,Touchdown
2007_05_DAL_BUF,24,BUF 35,18,47,0:00,1,10,1,4644,Field goal
2007_06_CAR_ARI,30,ARI 47,5,53,0:00,1,10,0,4795,End of half
2007_06_CIN_KC,28,KC 18,70,51,0:18,1,10,1,4559,Field goal
2007_06_OAK_SD,21,LAC 37,68,50,0:00,1,10,0,3767,End of half
2007_07_TEN_HOU,29,HOU 47,69,53,0:57,1,10,1,4406,Touchdown
2007_08_CLE_STL,18,CLE 46,45,51,0:38,1,10,0,3872,Turnover
2007_08_DET_CHI,23,DET 24,116,49,0:45,1,10,0,4351,Turnover
2007_08_JAX_TB,27,JAX 45,47,45,0:19,1,10,0,4120,Turnover
2007_09_CIN_BUF,21,BUF 14,101,45,0:11,1,10,0,4355,Turnover
2007_09_SEA_CLE,20,CLE 4,88,50,0:00,1,10,1,4397,Field goal
2007_10_BUF_MIA,20,MIA 49,41,55,0:19,1,10,0,3831,Turnover on downs
2007_10_CHI_OAK,27,CHI 35,25,49,0:00,1,10,0,4065,Turnover
2007_10_CLE_PIT,25,PIT 35,41,51,0:06,1,10,0,4277,Missed field goal
2007_10_DAL_NYG,22,NYG 39,40,53,0:00,1,10,0,3973,Turnover
2007_10_DEN_KC,24,DEN 3,90,49,0:31,1,10,0,4397,Turnover on downs
2007_10_PHI_WAS,21,WAS 40,120,55,1:22,1,10,0,4338,Turnover on downs
2007_10_STL_NO,20,LA 7,101,47,0:32,1,10,1,3735,Touchdown
2007_11_ARI_CIN,24,ARI 46,69,52,0:33,1,10,0,4447,Turnover
2007_11_CAR_GB,23,GB 43,95,49,0:50,1,10,0,3939,Turnover on downs
2007_11_NO_HOU,23,HOU 25,57,53,0:00,1,10,0,3996,End of half
2007_11_NYG_DET,25,NYG 43,62,46,0:48,1,10,0,4050,Turnover
2007_11_OAK_MIN,28,MIN 41,38,54,0:00,1,10,0,4370,End of half
2007_11_PIT_NYJ,21,PIT 10,95,53,0:23,1,10,1,3946,Field goal
2007_11_PIT_NYJ,21,PIT 10,90,45,0:23,1,10,1,3946,Field goal
2007_11_WAS_DAL,21,DAL 50,16,50,0:00,1,10,0,4477,End of half
2007_12_WAS_TB,24,TB 16,67,49,0:17,1,10,0,4092,Turnover
2007_13_ATL_STL,28,ATL 48,105,52,1:31,1,10,0,4200,Turnover
2007_13_CLE_ARI,21,ARI 37,42,47,0:00,1,10,0,4371,Turnover on downs
2007_13_NE_BAL,23,BAL 45,13,55,0:00,1,10,0,4225,End of half
2007_13_SD_KC,27,LAC 45,108,55,1:04,1,10,0,4129,Turnover on downs
2007_14_CLE_NYJ,22,CLE 17,44,49,0:32,1,10,1,4089,Field goal
2007_14_DAL_DET,18,DET 16,45,47,0:18,1,10,1,4179,Touchdown
2007_14_NYG_PHI,24,NYG 39,26,52,0:01,1,10,0,3962,Missed field goal
2007_14_TB_HOU,24,HOU 20,119,47,0:30,1,10,0,3775,Turnover on downs
2007_15_BAL_MIA,19,MIA 1,116,47,0:08,1,10,1,4054,Field goal
2007_15_BUF_CLE,21,CLE 10,77,50,0:03,1,10,0,3731,Turnover on downs
2007_15_CHI_MIN,28,CHI 45,120,55,1:38,1,10,0,3951,Turnover
2007_15_JAX_PIT,23,JAX 45,73,48,0:41,1,10,0,3887,Turnover on downs
2007_15_NYJ_NE,21,NYJ 43,28,52,0:00,1,10,0,4120,Turnover on downs
2007_15_SEA_CAR,20,CAR 43,115,51,1:38,1,10,0,3572,Turnover
2007_16_ATL_ARI,24,ATL 11,74,55,0:00,1,10,1,4839,Field goal
2007_16_CLE_CIN,25,CIN 29,45,55,0:00,1,10,0,4054,End of half
2007_17_NO_CHI,29,CHI 11,96,52,0:07,1,10,1,4715,Touchdown
2007_19_NYG_DAL,17,NYG 23,110,48,0:09,1,10,0,3760,Turnover
2008_01_CAR_SD,21,LAC 14,120,48,0:00,1,10,1,4020,Touchdown
2008_01_MIN_GB,19,MIN 45,68,55,0:54,1,10,0,4049,Turnover
2008_01_NYJ_MIA,23,NYJ 18,58,50,0:05,1,10,0,3833,Turnover
2008_01_WAS_NYG,20,NYG 32,65,47,0:00,1,10,0,3802,End of half
2008_02_OAK_KC,24,KC 48,12,52,0:00,1,10,0,4093,End of half
2008_02_PHI_DAL,24,PHI 42,118,51,0:37,1,10,0,4247,Turnover on downs
2008_03_CIN_NYG,18,NYG 3,94,54,0:00,1,10,1,4128,Field goal
2008_03_DAL_GB,23,GB 39,37,49,0:10,1,10,0,4176,Turnover on downs
2008_03_JAX_IND,16,IND 33,19,50,0:04,1,10,1,3642,Field goal
2008_03_TB_CHI,25,CHI 1,64,50,0:07,1,10,1,4427,Touchdown
2008_04_DEN_KC,26,DEN 46,11,54,0:00,1,10,0,4316,End of half
2008_04_HOU_JAX,15,JAX 29,36,53,0:01,1,10,1,3629,Field goal
2008_04_SD_OAK,29,LAC 43,14,50,0:00,1,10,0,4147,End of half
2008_04_SF_NO,22,NO 49,0,49,0:00,1,10,0,4169,End of half
2008_05_CIN_DAL,23,CIN 49,70,52,0:18,1,10,0,4074,Turnover on downs
2008_05_NE_SF,25,SF 44,120,55,1:21,1,10,0,4167,Turnover on downs
2008_06_PHI_SF,22,50,48,50,0:38,1,10,0,4105,Opp touchdown
2008_07_CLE_WAS,24,WAS 36,105,53,0:25,1,10,0,4050,Missed field goal
2008_07_CLE_WAS,24,WAS 36,100,48,0:25,1,10,0,4050,Missed field goal
2008_08_KC_NYJ,23,NYJ 31,45,50,0:17,1,10,0,4123,Turnover on downs
2008_08_SD_NO,22,50,1,50,0:00,1,10,0,4805,End of half
2008_08_STL_NE,21,NE 38,120,50,1:08,1,10,0,3819,Turnover
2008_08_TB_DAL,21,DAL 18,117,48,0:13,1,10,0,4188,Turnover on downs
2008_09_DET_CHI,29,CHI 32,43,55,0:00,1,10,0,4766,End of half
2008_09_DET_CHI,29,CHI 32,36,45,0:00,1,10,0,4766,End of half
2008_09_TB_KC,23,KC 24,110,50,0:19,1,10,1,4127,Touchdown
2008_10_CAR_OAK,34,CAR 40,86,54,0:09,1,10,0,4412,Missed field goal
2008_10_SEA_MIA,19,MIA 49,37,49,0:18,1,10,0,3930,Turnover on downs
2008_11_HOU_IND,17,HOU 48,44,52,0:32,1,10,0,3910,Turnover
2008_13_CAR_GB,23,GB 1,108,55,1:30,1,10,1,3737,Touchdown
2008_13_IND_CLE,17,CLE 35,76,55,0:45,1,10,0,3390,Turnover
2008_13_MIA_STL,20,LA 47,47,53,0:35,1,10,0,4001,Turnover
2008_14_PHI_NYG,18,PHI 1,96,49,0:15,1,10,1,3858,Touchdown
2008_15_BUF_NYJ,24,BUF 49,11,51,0:00,1,10,0,3934,Turnover
2008_15_PIT_BAL,24,PIT 38,43,53,0:08,1,10,0,4073,Turnover
2008_15_SD_KC,25,LAC 32,31,54,0:00,1,10,0,4291,Missed field goal
2008_16_ATL_MIN,20,MIN 41,96,54,0:56,1,10,0,4014,Turnover on downs
2008_16_IND_JAX,17,IND 7,76,45,0:00,1,10,0,3928,End of half
2008_16_NYJ_SEA,21,SEA 45,83,45,1:16,1,10,0,3558,Turnover
2008_16_PHI_WAS,23,WAS 18,74,50,0:00,1,10,0,4018,End of half
2008_16_PIT_TEN,23,TEN 42,89,55,0:16,1,10,0,3942,Opp touchdown
2008_16_SF_STL,25,LA 48,91,48,1:22,1,10,1,3965,Touchdown
2008_16_SF_STL,26,SF 48,25,45,0:16,1,10,0,4207,Turnover
2008_17_NE_BUF,17,NE 44,64,51,0:00,1,10,0,3609,End of half
2008_17_NYG_MIN,20,NYG 32,115,46,0:00,1,10,1,3894,Field goal
2008_17_OAK_TB,25,LV 45,23,50,0:00,1,10,0,3829,End of half
2008_17_SEA_ARI,22,SEA 43,115,52,0:53,1,10,0,4561,Turnover
2008_21_PIT_ARI,18,ARI 6,68,50,0:35,1,10,1,3965,Touchdown
2009_01_KC_BAL,22,KC 46,6,54,0:00,1,10,0,4200,End of half
2009_01_SD_OAK,21,LV 5,110,55,0:18,1,10,1,4180,Touchdown
2009_01_SF_ARI,27,ARI 46,8,54,0:00,1,10,0,4586,End of half
2009_02_CAR_ATL,19,ATL 43,13,52,0:00,1,10,0,4182,End of half
2009_02_CIN_GB,22,CIN 27,77,52,0:45,1,10,1,4129,Field goal
2009_02_IND_MIA,16,IND 30,70,55,0:00,1,10,0,3791,Turnover
2009_02_NYG_DAL,26,DAL 19,66,47,0:00,1,10,1,4239,Field goal
2009_02_SEA_SF,24,SEA 46,3,54,0:00,1,10,0,4310,End of half
2009_03_CHI_SEA,24,CHI 29,80,52,0:26,1,10,0,4209,Turnover on downs
2009_03_SF_MIN,27,SF 32,60,54,0:02,1,10,1,4423,Touchdown
2009_03_WAS_DET,20,DET 36,36,52,0:00,1,10,0,4391,End of half
2009_04_SD_PIT,19,PIT 49,34,49,0:26,1,10,0,3947,Turnover
2009_05_CIN_BAL,19,BAL 20,50,50,0:22,1,10,1,3893,Touchdown
2009_06_BAL_MIN,26,MIN 26,97,54,0:00,1,10,0,4460,Missed field goal
2009_07_ARI_NYG,29,ARI 39,113,50,1:08,1,10,0,3991,Turnover
2009_07_BUF_CAR,26,BUF 49,110,45,1:30,1,10,0,4043,Turnover
2009_07_MIN_PIT,23,PIT 19,28,52,0:00,1,10,0,4259,End of half
2009_07_NO_MIA,31,NO 8,45,45,0:00,1,10,0,4944,End of half
2009_08_ATL_NO,23,NO 22,83,53,0:28,1,10,1,4559,Field goal
2009_08_ATL_NO,24,NO 49,13,49,0:03,1,10,0,4677,Turnover
2009_08_CAR_ARI,25,CAR 32,120,55,0:06,1,10,0,4332,Turnover
2009_08_CAR_ARI,25,CAR 32,39,49,0:06,1,10,0,4332,Turnover
2009_09_DET_SEA,25,DET 47,40,53,0:22,1,10,0,4483,Opp touchdown
2009_09_HOU_IND,21,IND 24,44,47,0:00,1,10,0,4596,Missed field goal
2009_09_SD_NYG,21,NYG 18,68,49,0:21,1,10,1,3875,Touchdown
2009_10_CHI_SF,22,SF 12,86,55,0:00,1,10,0,4258,Turnover
2009_10_NO_STL,22,NO 32,66,52,0:00,1,10,0,3853,Turnover on downs
2009_10_PHI_SD,20,LAC 34,18,49,0:00,1,10,0,4034,Turnover
2009_10_TB_MIA,28,TB 7,41,50,0:10,1,10,1,4439,Field goal
2009_11_BUF_JAX,21,JAX 46,35,46,0:17,1,10,0,3835,Turnover
2009_11_CIN_OAK,21,CIN 29,110,55,0:33,1,10,1,3912,Touchdown
2009_11_CIN_OAK,21,CIN 29,71,45,0:33,1,10,1,3912,Touchdown
2009_11_CLE_DET,25,CLE 1,45,54,0:00,1,10,1,4579,Touchdown
2009_11_TEN_HOU,21,TEN 31,28,51,0:01,1,10,0,3902,Missed field goal
2009_12_ARI_TEN,19,ARI 10,63,50,0:00,1,10,1,3860,Touchdown
2009_12_CAR_NYJ,22,NYJ 38,120,47,1:10,1,10,0,3520,Turnover
2009_12_TB_ATL,23,TB 5,120,46,0:23,1,10,1,4139,Touchdown
2009_13_BAL_GB,25,GB 38,54,45,0:28,1,10,0,4398,Turnover on downs
2009_13_DAL_NYG,24,NYG 22,93,48,0:58,1,10,1,4021,Touchdown
2009_13_NO_WAS,19,NO 47,87,53,1:19,1,10,1,4024,Touchdown
2009_13_OAK_PIT,23,PIT 50,3,50,0:00,1,10,0,4048,End of half
2009_13_SD_CLE,17,LAC 31,82,46,0:39,1,10,1,3882,Field goal
2009_13_STL_CHI,26,CHI 41,73,55,0:17,1,10,0,4067,Turnover on downs
2009_14_NO_ATL,15,NO 46,92,54,1:12,1,10,0,3711,Turnover on downs
2009_14_SD_DAL,17,LAC 9,57,54,0:02,1,10,1,3914,Touchdown
2009_15_CLE_KC,27,CLE 26,28,48,0:00,1,10,0,4354,End of half
2009_15_DAL_NO,21,DAL 42,32,55,0:06,1,10,0,4411,Turnover
2009_15_GB_PIT,24,GB 19,65,46,0:00,1,10,1,4720,Touchdown
2009_15_GB_PIT,24,GB 19,51,51,0:00,1,10,1,4720,Touchdown
2009_15_IND_JAX,19,IND 33,120,47,0:56,1,10,0,3877,Turnover
2009_16_KC_CIN,22,CIN 48,73,48,1:06,1,10,0,4007,Turnover
2009_16_OAK_CLE,25,CLE 42,67,49,0:40,1,10,0,4474,Turnover on downs
2009_17_JAX_CLE,19,CLE 15,80,54,0:00,1,10,1,3951,Touchdown
2009_17_NE_HOU,20,HOU 34,80,55,0:14,1,10,0,3943,Turnover on downs
2010_01_ARI_STL,26,ARI 36,25,48,0:00,1,10,0,4721,Turnover
2010_01_DAL_WAS,19,WAS 13,66,53,0:00,1,10,0,4341,End of half
2010_02_MIA_MIN,21,MIA 27,102,55,0:33,1,10,0,3747,Turnover on downs
2010_02_NO_SF,21,NO 7,112,54,1:19,1,10,1,4034,Touchdown
2010_03_DET_MIN,24,MIN 10,95,51,0:58,1,10,0,4593,Turnover
2010_03_IND_DEN,23,IND 39,22,53,0:00,1,10,0,4390,End of half
2010_03_OAK_ARI,26,ARI 14,62,52,0:00,1,10,0,4619,Missed field goal
2010_03_SD_SEA,28,SEA 17,98,55,0:06,1,10,0,4450,Turnover
2010_03_WAS_STL,25,LA 30,47,49,0:00,1,10,0,4319,End of half
2010_04_IND_JAX,17,JAX 1,84,49,0:48,1,10,1,3602,Touchdown
2010_04_SF_ATL,18,ATL 46,97,55,1:22,1,10,0,3675,Turnover
2010_04_WAS_PHI,20,WAS 32,28,55,0:00,1,10,0,3973,Turnover
2010_04_WAS_PHI,20,WAS 32,25,50,0:00,1,10,0,3973,Turnover
2010_06_DET_NYG,23,NYG 38,55,55,0:07,1,10,0,4181,Turnover
2010_06_KC_HOU,19,KC 11,120,55,0:28,1,10,1,3803,Touchdown
2010_06_NYJ_DEN,25,DEN 2,120,52,1:13,1,10,1,4038,Touchdown
2010_06_NYJ_DEN,26,NYJ 44,58,48,0:35,1,10,0,4200,Turnover
2010_07_NE_SD,22,NE 32,115,47,0:22,1,10,0,4064,Missed field goal
2010_07_NYG_DAL,30,NYG 15,93,49,0:40,1,10,1,4532,Touchdown
2010_08_DEN_SF,24,SF 45,45,45,0:38,1,10,0,4150,Turnover
2010_08_GB_NYJ,26,NYJ 47,9,53,0:00,1,10,0,4217,End of half
2010_08_HOU_IND,21,IND 14,120,55,0:57,1,10,0,4303,Turnover
2010_08_MIN_NE,20,50,41,46,0:00,1,10,0,3844,End of half
2010_08_WAS_DET,34,WAS 41,29,49,0:00,1,10,0,4684,End of half
2010_09_KC_OAK,30,KC 22,57,52,0:03,1,10,1,4884,Field goal
2010_09_MIA_BAL,18,BAL 34,68,52,0:35,1,10,0,3777,Turnover
2010_09_PIT_CIN,27,PIT 12,114,49,0:34,1,10,0,3858,Turnover on downs
2010_10_DET_BUF,25,BUF 20,99,55,0:14,1,10,1,4777,Touchdown
2010_10_NE_PIT,24,NE 15,59,47,0:00,1,10,0,4684,End of half
2010_10_NYJ_CLE,17,NYJ 3,120,49,0:44,1,10,1,3638,Touchdown
2010_10_STL_SF,26,SF 15,69,49,0:00,1,10,1,4509,Field goal
2010_11_CLE_JAX,24,JAX 29,33,51,0:05,1,10,0,4042,Turnover
2010_11_HOU_NYJ,26,HOU 6,24,48,0:10,1,10,1,4125,Touchdown
2010_11_IND_NE,18,NE 24,120,53,0:31,1,10,0,3859,Turnover
2010_12_CAR_CLE,21,CAR 46,96,54,1:28,1,10,0,3878,Turnover
2010_12_CAR_CLE,23,CLE 24,12,52,0:00,1,10,0,4178,Missed field goal
2010_12_NO_DAL,22,NO 41,56,52,0:25,1,10,0,4581,Missed field goal
2010_12_PIT_BUF,19,PIT 31,46,54,0:02,1,10,1,4551,Field goal
2010_13_DAL_IND,18,DAL 2,120,49,0:29,1,10,1,3833,Touchdown
2010_13_NO_CIN,21,NO 37,22,51,0:00,1,10,0,4106,End of half
2010_13_PIT_BAL,21,PIT 31,88,47,0:33,1,10,0,3927,Turnover on downs
2010_14_IND_TEN,20,IND 2,100,52,0:00,1,10,1,4078,Touchdown
2010_14_MIA_NYJ,30,NYJ 41,95,53,0:47,1,10,0,4273,Turnover on downs
2010_14_OAK_JAX,26,JAX 39,55,45,0:00,1,10,0,4007,End of half
2010_14_TB_WAS,21,TB 6,120,45,0:09,1,10,1,3674,Touchdown
2010_15_DET_TB,16,TB 10,61,49,0:00,1,10,1,3891,Field goal
2010_16_DAL_ARI,23,DAL 30,49,55,0:05,1,10,1,4303,Field goal
2010_16_DET_MIA,24,DET 28,63,46,0:00,1,10,0,4382,End of half
2010_16_MIN_PHI,22,MIN 29,66,55,0:00,1,10,0,4186,End of half
2010_17_CHI_GB,25,GB 32,67,48,0:10,1,10,0,3683,Turnover
2010_18_NYJ_IND,18,IND 14,45,54,0:00,1,10,1,3706,Field goal
2010_19_BAL_PIT,24,BAL 44,87,48,1:03,1,10,0,4072,Turnover on downs
2010_20_GB_CHI,27,GB 29,94,47,0:37,1,10,0,4421,Turnover
2011_01_CAR_ARI,23,ARI 6,114,46,1:14,1,10,0,4404,Turnover on downs
2011_01_DET_TB,22,DET 42,18,47,0:00,1,10,0,4277,Turnover
2011_01_TEN_JAX,21,TEN 46,23,54,0:16,1,10,0,3857,Turnover
2011_02_CIN_DEN,25,CIN 43,63,48,0:23,1,10,0,4080,Turnover on downs
2011_02_CLE_IND,23,CLE 6,120,46,0:24,1,10,1,4237,Touchdown
2011_02_PHI_ATL,29,ATL 45,5,45,0:00,1,10,0,4240,End of half
2011_03_JAX_CAR,23,CAR 36,38,45,0:00,1,10,0,3931,End of half
2011_03_MIA_CLE,20,CLE 47,36,47,0:13,1,10,0,4011,Turnover
2011_03_NYG_PHI,19,PHI 49,120,51,1:49,1,10,0,3747,Turnover
2011_03_NYJ_OAK,26,LV 2,120,47,0:49,1,10,0,4561,Turnover on downs
2011_04_ATL_SEA,21,ATL 43,22,45,0:08,1,10,0,4222,Missed field goal
2011_04_DET_DAL,25,DAL 45,39,45,0:04,1,10,0,4741,Turnover on downs
2011_05_CHI_DET,21,DET 14,51,48,0:00,1,10,0,4020,End of half
2011_05_GB_ATL,19,ATL 49,58,53,0:32,1,10,0,3735,Turnover
2011_05_NO_CAR,18,CAR 49,27,49,0:00,1,10,0,4210,End of half
2011_05_NYJ_NE,22,NE 49,27,49,0:00,1,10,0,4278,End of half
2011_05_OAK_HOU,30,LV 5,89,52,0:00,1,10,0,4731,Turnover
2011_06_CLE_OAK,22,LV 42,65,49,0:29,1,10,0,4216,Turnover on downs
2011_06_DAL_NE,22,NE 49,7,49,0:00,1,10,0,4541,End of half
2011_06_JAX_PIT,22,PIT 48,3,48,0:00,1,10,0,3771,End of half
2011_08_CLE_SF,21,SF 26,95,50,0:00,1,10,0,4221,End of half
2011_08_JAX_HOU,27,JAX 48,8,52,0:00,1,10,0,4118,End of half
2011_09_CIN_TEN,24,TEN 38,35,50,0:00,1,10,0,4532,End of half
2011_09_GB_SD,20,GB 41,54,50,0:14,1,10,0,4078,Turnover
2011_09_SEA_DAL,21,DAL 39,85,46,0:21,1,10,0,4071,Turnover
2011_10_DEN_KC,23,DEN 14,90,55,0:07,1,10,1,3897,Field goal
2011_10_NO_ATL,21,NO 9,72,48,0:00,1,10,1,4293,Field goal
2011_10_OAK_SD,24,LAC 41,32,50,0:00,1,10,0,4148,Turnover
2011_11_JAX_CLE,16,CLE 1,120,55,0:00,1,10,0,4021,End of half
2011_11_SD_CHI,21,LAC 45,116,55,1:44,1,10,0,3957,Turnover
2011_12_BUF_NYJ,23,NYJ 24,46,55,0:00,1,10,0,4118,Turnover on downs
2011_12_CHI_OAK,27,CHI 46,4,54,0:00,1,10,0,4428,End of half
2011_12_PIT_KC,20,PIT 37,56,46,0:28,1,10,0,3857,Turnover
2011_13_ATL_HOU,22,HOU 30,36,45,0:00,1,10,0,4261,End of half
2011_13_IND_NE,19,NE 12,47,52,0:36,1,10,1,4233,Touchdown
2011_13_TEN_BUF,21,BUF 46,26,54,0:12,1,10,0,4335,Turnover on downs
2011_14_CLE_PIT,21,PIT 33,82,54,0:00,1,10,0,4009,Turnover on downs
2011_14_HOU_CIN,22,CIN 6,94,54,0:02,1,10,1,4165,Touchdown
2011_14_NO_TEN,21,NO 5,70,55,0:00,1,10,0,4400,End of half
2011_14_NO_TEN,21,NO 5,48,45,0:00,1,10,0,4400,End of half
2011_15_DET_OAK,24,DET 47,21,50,0:00,1,10,0,4852,Missed field goal
2011_16_MIN_WAS,22,MIN 42,35,48,0:00,1,10,0,4142,End of half
2011_16_OAK_KC,19,LV 3,120,52,1:02,1,10,1,3930,Touchdown
2011_16_SF_SEA,19,SF 48,120,55,1:07,1,10,0,3781,Turnover
2011_17_BAL_CIN,23,BAL 33,44,49,0:00,1,10,0,4055,End of half
2011_17_CHI_MIN,27,MIN 46,42,54,0:26,1,10,0,4126,Turnover
2011_17_DET_GB,29,DET 4,116,52,1:10,1,10,1,4795,Touchdown
2011_17_NYJ_MIA,22,MIA 10,120,50,1:15,1,10,1,3806,Touchdown
2011_17_PIT_CLE,22,PIT 24,41,55,0:00,1,10,0,4172,End of half
2011_19_HOU_BAL,28,BAL 43,45,52,0:11,1,10,0,3913,Turnover on downs
2012_01_SF_GB,21,SF 45,113,45,0:49,1,10,0,4213,Turnover on downs
2012_02_CLE_CIN,20,CIN 7,101,48,0:20,1,10,1,4244,Field goal
2012_02_TB_NYG,27,NYG 45,18,45,0:05,1,10,0,4251,Turnover
2012_02_WAS_STL,24,LA 44,120,49,1:13,1,10,0,4138,Missed field goal
2012_03_CIN_WAS,27,WAS 41,51,50,0:00,1,10,0,4473,End of half
2012_03_DET_TEN,21,TEN 34,120,47,1:16,1,10,0,3996,Opp touchdown
2012_03_DET_TEN,22,TEN 3,61,51,0:18,1,10,1,4314,Touchdown
2012_03_DET_TEN,23,TEN 46,16,46,0:00,1,10,1,4396,Touchdown
2012_03_GB_SEA,19,GB 24,46,46,0:00,1,10,1,4214,Touchdown
2012_03_NE_BAL,21,NE 9,91,55,0:00,1,10,1,4771,Field goal
2012_03_TB_DAL,23,DAL 10,93,52,0:40,1,10,1,4300,Field goal
2012_04_CLE_BAL,26,BAL 18,45,50,0:00,1,10,0,4779,Turnover on downs
2012_04_WAS_TB,25,TB 24,60,45,0:03,1,10,1,4199,Field goal
2012_05_ARI_STL,24,LA 45,101,45,1:32,1,10,0,3982,Turnover
2012_05_GB_IND,29,IND 33,25,47,0:03,1,10,0,5042,Missed field goal
